,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
593,Uganda,Tanzania,2,97.0,97.6
594,South Africa,Nigeria,0,98.0,17.0
595,Tanzania,Zambia,-2,97.6,26.6
596,Benin,Tunisia,-5,126.0,33.6
597,Botswana,Ivory Coast,0,137.0,0.0
598,Burundi,Algeria,0,99.0,32.6
599,Ethiopia,Morocco,-1,92.8,31.0
600,Mozambique,Gabon,0,103.2,57.0
601,Namibia,Madagascar,-1,155.0,85.0
602,Eswatini,Cameroon,0,0.0,23.2
603,Togo,Zimbabwe,-1,110.2,46.4
604,Angola,Egypt,0,97.4,27.0
605,North Korea,Bolivia,2,0.0,56.4
606,Guinea-Bissau,Guinea,2,131.4,62.6
607,India,Finland,0,111.4,46.2
608,Italy,Mexico,2,2.0,16.2
609,Cameroon,Finland,0,23.2,46.2
610,Ghana,Niger,4,41.6,80.6
611,Guinea-Bissau,Algeria,-3,131.4,32.6
612,Venezuela,Peru,0,93.8,71.6
613,India,Cameroon,0,111.4,23.2
614,Malta,Portugal,-1,83.8,20.8
615,Togo,Senegal,0,110.2,58.2
616,Bolivia,Russia,-1,56.4,10.8
617,India,Finland,-2,111.4,46.2
618,Ecuador,Belarus,0,42.4,132.8
619,Peru,Honduras,0,71.6,39.8
620,Spain,Mexico,0,9.2,16.2
621,Cameroon,Finland,2,23.2,46.2
622,Bolivia,Honduras,3,56.4,39.8
623,India,Cameroon,0,111.4,23.2
624,Peru,Belarus,0,71.6,132.8
625,Senegal,Mozambique,6,58.2,103.2
626,United States,Denmark,0,0.0,6.2
627,Zambia,Namibia,4,26.6,155.0
628,Congo,South Africa,-1,103.2,98.0
629,Ecuador,Romania,3,42.4,16.2
630,Egypt,Togo,3,27.0,110.2
631,Ghana,Burundi,1,41.6,99.0
632,Ivory Coast,Niger,1,0.0,80.6
633,North Korea,Finland,3,0.0,46.2
634,Morocco,Benin,5,31.0,126.0
635,Tunisia,Ethiopia,3,33.6,92.8
636,Zimbabwe,Angola,2,46.4,97.4
637,Cyprus,Poland,0,73.2,23.8
638,Israel,Poland,0,64.6,23.8
639,Peru,Romania,-2,71.6,16.2
640,Malaysia,Singapore,2,77.4,74.2
641,Ghana,Indonesia,2,41.6,102.6
642,United States,Romania,0,0.0,16.2
643,Malaysia,Thailand,0,77.4,67.6
644,South Korea,Indonesia,3,0.0,102.6
645,Singapore,Thailand,0,74.2,67.6
646,Ghana,South Korea,-2,41.6,0.0
647,Mexico,Romania,-2,16.2,16.2
648,Portugal,Norway,0,20.8,4.6
649,Thailand,China PR,1,67.6,48.6
650,Cyprus,Belgium,-3,73.2,22.6
651,United States,Russia,-1,0.0,10.8
652,Malaysia,South Korea,3,77.4,0.0
653,Costa Rica,Nicaragua,6,38.8,151.4
654,Thailand,China PR,-4,67.6,48.6
655,Albania,Northern Ireland,-1,91.8,40.6
656,El Salvador,Russia,-1,63.2,10.8
657,England,San Marino,6,9.0,120.0
658,Greece,Luxembourg,2,33.8,109.0
659,Republic of Ireland,Wales,2,9.8,28.2
660,Israel,France,-4,64.6,12.6
661,Scotland,Malta,3,27.2,83.8
662,Argentina,Brazil,0,8.6,3.4
663,United Arab Emirates,Bulgaria,1,54.4,32.0
664,Costa Rica,Nicaragua,2,38.8,151.4
665,Finland,Estonia,0,46.2,114.4
666,Latvia,Lithuania,-1,87.4,84.6
667,United Arab Emirates,Bulgaria,-2,54.4,32.0
668,Estonia,Latvia,-2,114.4,87.4
669,Finland,Lithuania,3,46.2,84.6
670,United States,Russia,0,0.0,10.8
671,Argentina,Denmark,0,8.6,6.2
672,Kuwait,China PR,1,62.2,48.6
673,Netherlands,Turkey,3,8.8,59.8
674,Portugal,Italy,-2,20.8,2.0
675,Spain,Lithuania,5,9.2,84.6
676,Venezuela,Colombia,0,93.8,19.8
677,Algeria,Ghana,2,32.6,41.6
678,Kenya,Guinea,2,75.6,62.6
679,Nigeria,Congo,2,17.0,103.2
680,Senegal,Gabon,1,58.2,57.0
681,Benin,Ethiopia,1,126.0,92.8
682,Morocco,Tunisia,0,31.0,33.6
683,Niger,Botswana,2,80.6,137.0
684,Togo,Angola,-1,110.2,97.4
685,Zambia,Madagascar,3,26.6,85.0
686,Cameroon,DR Congo,0,23.2,0.0
687,Jordan,Syria,0,87.8,80.4
688,Martinique,French Guiana,2,0.0,0.0
689,Paraguay,Bolivia,1,60.0,56.4
690,El Salvador,Costa Rica,-1,63.2,38.8
691,Honduras,Panama,2,39.8,127.6
692,El Salvador,Panama,0,63.2,127.6
693,Honduras,Costa Rica,2,39.8,38.8
694,Japan,Hungary,-1,43.2,47.8
695,Canada,South Korea,-2,46.2,0.0
696,Costa Rica,Panama,2,38.8,127.6
697,Honduras,El Salvador,3,39.8,63.2
698,Austria,Greece,2,35.2,33.8
699,Hungary,United States,0,47.8,0.0
700,San Marino,Turkey,0,120.0,59.8
701,Canada,South Korea,2,46.2,0.0
702,Guyana,Cayman Islands,3,134.2,154.6
703,Puerto Rico,Barbados,1,104.4,110.4
704,Cayman Islands,Barbados,-5,154.6,110.4
705,El Salvador,Bolivia,0,63.2,56.4
706,Guyana,Puerto Rico,-2,134.2,104.4
707,Qatar,Jordan,-1,52.8,87.8
708,Guyana,Barbados,-3,134.2,110.4
709,Honduras,Bolivia,0,39.8,56.4
710,Japan,United States,3,43.2,0.0
711,Puerto Rico,Cayman Islands,4,104.4,154.6
712,Honduras,Bolivia,0,39.8,56.4
713,Kuwait,Syria,2,62.2,80.4
714,Brazil,Poland,0,3.4,23.8
715,Tunisia,Switzerland,-1,33.6,9.4
716,El Salvador,United States,0,63.2,0.0
717,Costa Rica,Canada,-1,38.8,46.2
718,Cyprus,Czech Republic,0,73.2,0.0
719,French Guiana,Guadeloupe,2,0.0,0.0
720,Israel,Russia,0,64.6,10.8
721,Italy,Malta,6,2.0,83.8
722,Netherlands,San Marino,6,8.8,120.0
723,Scotland,Germany,-1,27.2,2.8
724,Honduras,United States,4,39.8,0.0
725,Lebanon,Jordan,1,109.4,87.8
726,Austria,France,-1,35.2,12.6
727,Malawi,Zambia,1,68.2,26.6
728,Qatar,Norway,-5,52.8,4.6
729,Slovakia,Lithuania,0,148.0,84.6
730,Chile,Bolivia,2,52.2,56.4
731,Colombia,Costa Rica,4,19.8,38.8
732,Denmark,Spain,1,6.2,9.2
733,Hungary,Greece,-1,47.8,33.8
734,Republic of Ireland,Northern Ireland,3,9.8,40.6
735,Poland,Lithuania,0,23.8,84.6
736,Switzerland,Portugal,0,9.4,20.8
737,Turkey,England,-2,59.8,9.0
738,Wales,Belgium,2,28.2,22.6
739,Malaysia,United Arab Emirates,-1,77.4,54.4
740,Saint Kitts and Nevis,British Virgin Islands,5,0.0,0.0
741,Niger,Benin,0,80.6,126.0
742,Anguilla,Antigua and Barbuda,-4,0.0,125.8
743,Dominican Republic,British Virgin Islands,3,149.6,0.0
744,El Salvador,Mexico,2,63.2,16.2
745,Honduras,Canada,0,39.8,46.2
746,Kuwait,Egypt,-2,62.2,27.0
747,Antigua and Barbuda,Sint Maarten,-2,125.8,0.0
748,Anguilla,Sint Maarten,-1,0.0,0.0
749,Saint Kitts and Nevis,Dominican Republic,0,0.0,149.6
750,Slovenia,Estonia,2,130.0,114.4
751,Japan,Thailand,1,43.2,67.6
752,Sri Lanka,United Arab Emirates,-4,153.2,54.4
753,Algeria,Sierra Leone,0,32.6,81.6
754,Egypt,Mali,2,27.0,72.4
755,North Korea,Vietnam,3,0.0,132.8
756,Oman,Malaysia,1,99.0,77.4
757,Qatar,Indonesia,3,52.8,102.6
758,South Africa,Mauritius,0,98.0,127.0
759,Canada,El Salvador,2,46.2,63.2
760,Ethiopia,Nigeria,1,92.8,17.0
761,Gabon,Benin,2,57.0,126.0
762,Guinea,Congo,1,62.6,103.2
763,Guinea-Bissau,Senegal,-3,131.4,58.2
764,Japan,Bangladesh,8,43.2,119.6
765,North Korea,Singapore,2,0.0,74.2
766,Lesotho,DR Congo,0,137.8,0.0
767,Mexico,Honduras,3,16.2,39.8
768,Morocco,Malawi,-1,31.0,68.2
769,Mozambique,Kenya,0,103.2,75.6
770,Niger,Cameroon,0,80.6,23.2
771,Qatar,Vietnam,4,52.8,132.8
772,Thailand,Sri Lanka,1,67.6,153.2
773,North Korea,Indonesia,4,0.0,102.6
774,Poland,Finland,2,23.8,46.2
775,Sri Lanka,Bangladesh,-1,153.2,119.6
776,United Arab Emirates,Thailand,1,54.4,67.6
777,Vietnam,Singapore,-1,132.8,74.2
778,Austria,Bulgaria,3,35.2,32.0
779,Denmark,Latvia,2,6.2,87.4
780,Germany,Ghana,6,2.8,41.6
781,Guadeloupe,Martinique,-3,0.0,0.0
782,Italy,Estonia,2,2.0,114.4
783,Lithuania,Albania,3,84.6,91.8
784,Luxembourg,Russia,-4,109.0,10.8
785,Romania,Cyprus,2,16.2,73.2
786,Egypt,Zimbabwe,0,27.0,46.4
787,Hungary,Sweden,-2,47.8,8.6
788,Japan,Sri Lanka,5,43.2,153.2
789,United Arab Emirates,Bangladesh,1,54.4,119.6
790,Algeria,Ivory Coast,0,32.6,0.0
791,Australia,Kuwait,1,55.2,62.2
792,Qatar,Singapore,4,52.8,74.2
793,Vietnam,Indonesia,1,132.8,102.6
794,Malta,Switzerland,-2,83.8,9.4
795,United States,Iceland,0,0.0,48.8
796,Cameroon,Guinea,3,23.2,62.6
797,Canada,Honduras,3,46.2,39.8
798,Indonesia,Singapore,-2,102.6,74.2
799,Japan,United Arab Emirates,2,43.2,54.4
800,Mexico,El Salvador,3,16.2,63.2
801,Morocco,Senegal,1,31.0,58.2
802,Qatar,North Korea,-1,52.8,0.0
803,Saudi Arabia,New Zealand,3,42.0,78.8
804,Thailand,Bangladesh,4,67.6,119.6
805,Australia,Kuwait,-2,55.2,62.2
806,Singapore,Saudi Arabia,-3,74.2,42.0
807,Hong Kong,Kuwait,0,108.6,62.2
808,Indonesia,Qatar,-3,102.6,52.8
809,Kenya,Lesotho,3,75.6,137.8
810,Saudi Arabia,New Zealand,1,42.0,78.8
811,Sierra Leone,Guinea-Bissau,2,81.6,131.4
812,South Africa,Zimbabwe,0,98.0,46.4
813,Vietnam,North Korea,-1,132.8,0.0
814,Cameroon,Gabon,0,23.2,57.0
815,Congo,Burundi,0,103.2,99.0
816,Cyprus,Faroe Islands,3,73.2,113.0
817,Ethiopia,Uganda,0,92.8,97.0
818,Grenada,Dominica,0,139.6,0.0
819,Honduras,El Salvador,2,39.8,63.2
820,Hong Kong,Kuwait,-1,108.6,62.2
821,South Korea,Iraq,0,0.0,62.2
822,Mauritius,Zambia,-3,127.0,26.6
823,Mexico,Canada,4,16.2,46.2
824,Morocco,Mali,1,31.0,72.4
825,Mozambique,DR Congo,0,103.2,0.0
826,Niger,Benin,4,80.6,126.0
827,Saint Vincent and the Grenadines,Saint Lucia,-1,0.0,0.0
828,Singapore,North Korea,-2,74.2,0.0
829,Vietnam,Qatar,-4,132.8,52.8
830,Dominica,Saint Lucia,-2,0.0,0.0
831,Ukraine,Israel,0,113.0,64.6
832,Bulgaria,Finland,2,32.0,46.2
833,Czech Republic,Wales,0,0.0,28.2
834,England,Netherlands,0,9.0,8.8
835,France,Sweden,2,12.6,8.6
836,Indonesia,North Korea,-1,102.6,0.0
837,Republic of Ireland,Denmark,0,9.8,6.2
838,South Korea,Iraq,0,0.0,62.2
839,Norway,Turkey,3,4.6,59.8
840,Poland,San Marino,1,23.8,120.0
841,Portugal,Scotland,5,20.8,27.2
842,Russia,Hungary,3,10.8,47.8
843,Singapore,Vietnam,1,74.2,132.8
844,Spain,Northern Ireland,3,9.2,40.6
845,Thailand,Japan,-1,67.6,43.2
846,United Arab Emirates,Sri Lanka,3,54.4,153.2
847,Dominica,Saint Vincent and the Grenadines,-2,0.0,0.0
848,Grenada,Saint Lucia,-1,139.6,0.0
849,Bangladesh,Japan,-3,119.6,43.2
850,Indonesia,Vietnam,2,102.6,132.8
851,Singapore,Qatar,1,74.2,52.8
852,United Arab Emirates,Thailand,2,54.4,67.6
853,Macau,Saudi Arabia,-6,166.4,42.0
854,Malaysia,Kuwait,0,77.4,62.2
855,Switzerland,Italy,1,9.4,2.0
856,El Salvador,Canada,-1,63.2,46.2
857,Guinea,Zimbabwe,3,62.6,46.4
858,Honduras,Mexico,-3,39.8,16.2
859,Ivory Coast,Nigeria,2,0.0,17.0
860,North Korea,Qatar,0,0.0,52.8
861,Singapore,Indonesia,2,74.2,102.6
862,Guernsey,Jersey,-1,0.0,0.0
863,Macau,Kuwait,-9,166.4,62.2
864,Malaysia,Saudi Arabia,0,77.4,42.0
865,Sri Lanka,Thailand,-3,153.2,67.6
866,United Arab Emirates,Bangladesh,7,54.4,119.6
867,Bangladesh,Thailand,-3,119.6,67.6
868,Kuwait,Saudi Arabia,0,62.2,42.0
869,Malaysia,Macau,9,77.4,166.4
870,Sri Lanka,Japan,-6,153.2,43.2
871,Bangladesh,Sri Lanka,3,119.6,153.2
872,Hong Kong,Bahrain,2,108.6,79.0
873,Lebanon,India,0,109.4,111.4
874,United Arab Emirates,Japan,0,54.4,43.2
875,United States,Colombia,-1,0.0,19.8
876,Bahrain,South Korea,0,79.0,0.0
877,Canada,Mexico,-1,46.2,16.2
878,El Salvador,Honduras,2,63.2,39.8
879,Lebanon,Hong Kong,0,109.4,108.6
880,India,Hong Kong,-1,111.4,108.6
881,Lebanon,South Korea,-1,109.4,0.0
882,Bulgaria,Israel,0,32.0,64.6
883,Estonia,Malta,-1,114.4,83.8
884,Finland,Austria,3,46.2,35.2
885,India,South Korea,-3,111.4,0.0
886,Lebanon,Bahrain,0,109.4,79.0
887,Kuwait,Malaysia,2,62.2,77.4
888,Saudi Arabia,Macau,8,42.0,166.4
889,Bahrain,India,2,79.0,111.4
890,Hong Kong,South Korea,-3,108.6,0.0
891,Latvia,Albania,0,87.4,91.8
892,Kuwait,Macau,8,62.2,166.4
893,Saudi Arabia,Malaysia,3,42.0,77.4
894,Lithuania,Ukraine,-1,84.6,113.0
895,Macau,Malaysia,-5,166.4,77.4
896,Saudi Arabia,Kuwait,2,42.0,62.2
897,Estonia,Scotland,-3,114.4,27.2
898,San Marino,Poland,-3,120.0,23.8
899,Sweden,Austria,1,8.6,35.2
900,Guadeloupe,Réunion,-3,0.0,0.0
901,Luxembourg,Iceland,0,109.0,48.8
902,Zambia,Malawi,0,26.6,68.2
903,Colombia,Venezuela,0,19.8,93.8
904,Jamaica,Saint Kitts and Nevis,4,78.8,0.0
905,Martinique,Saint Lucia,2,0.0,0.0
906,Puerto Rico,Sint Maarten,3,104.4,0.0
907,Belgium,Faroe Islands,3,22.6,113.0
908,Burkina Faso,Guadeloupe,2,121.0,0.0
909,Jordan,Yemen,0,87.8,90.8
910,New Zealand,Fiji,2,78.8,111.8
911,Pakistan,China PR,-5,145.8,48.6
912,Zambia,Malawi,-1,26.6,68.2
913,Jamaica,Sint Maarten,2,78.8,0.0
914,Russia,Greece,0,10.8,33.8
915,Saint Kitts and Nevis,Puerto Rico,1,0.0,104.4
916,Trinidad and Tobago,Saint Lucia,0,87.6,0.0
917,United States,Bolivia,0,0.0,56.4
918,Jordan,Iraq,0,87.8,62.2
919,New Zealand,Fiji,5,78.8,111.8
920,Yemen,Pakistan,5,90.8,145.8
921,Zambia,Malawi,4,26.6,68.2
922,Azerbaijan,Georgia,1,0.0,0.0
923,Jamaica,Puerto Rico,1,78.8,104.4
924,Lithuania,Northern Ireland,-1,84.6,40.6
925,Martinique,Trinidad and Tobago,3,0.0,87.6
926,Saint Kitts and Nevis,Sint Maarten,0,0.0,0.0
927,Saint Vincent and the Grenadines,Saint Lucia,4,0.0,0.0
928,Albania,Republic of Ireland,-1,91.8,9.8
929,Ethiopia,Sudan,0,92.8,119.0
930,Jordan,China PR,-3,87.8,48.6
931,United States,Peru,0,0.0,71.6
932,Yemen,Iraq,-5,90.8,62.2
933,Bolivia,Paraguay,2,56.4,60.0
934,Jamaica,Trinidad and Tobago,3,78.8,87.6
935,Martinique,Saint Kitts and Nevis,0,0.0,0.0
936,Pakistan,Iraq,-8,145.8,62.2
937,Yemen,China PR,1,90.8,48.6
938,Republic of Ireland,Hungary,-2,9.8,47.8
939,Poland,England,0,23.8,9.0
940,Chile,Colombia,0,52.2,19.8
941,Ecuador,Peru,1,42.4,71.6
942,Iraq,China PR,1,62.2,48.6
943,Jamaica,Martinique,0,78.8,0.0
944,Jordan,Pakistan,3,87.8,145.8
945,New Zealand,Australia,-1,78.8,55.2
946,Trinidad and Tobago,Saint Kitts and Nevis,3,87.6,0.0
947,Czech Republic,Romania,5,0.0,16.2
948,Denmark,Albania,4,6.2,91.8
949,Iceland,Russia,0,48.8,10.8
950,Latvia,Northern Ireland,-1,87.4,40.6
951,Lithuania,Spain,-2,84.6,9.2
952,Norway,England,2,4.6,9.0
953,Scotland,Estonia,3,27.2,114.4
954,Sweden,Israel,5,8.6,64.6
955,Turkmenistan,Tajikistan,6,0.0,0.0
956,Bahrain,Lebanon,0,79.0,109.4
957,South Korea,Hong Kong,4,0.0,108.6
958,Australia,New Zealand,3,55.2,78.8
959,Azerbaijan,Tajikistan,2,0.0,0.0
960,Colombia,Chile,1,19.8,52.2
961,Faroe Islands,Wales,-3,113.0,28.2
962,Iran,Pakistan,5,0.0,145.8
963,Peru,Bolivia,1,71.6,56.4
964,United States,Brazil,-2,0.0,3.4
965,Azerbaijan,Kyrgyzstan,3,0.0,0.0
966,India,Bahrain,-3,111.4,79.0
967,South Korea,Lebanon,2,0.0,109.4
968,Pakistan,Turkmenistan,-4,145.8,0.0
969,Iran,Turkmenistan,2,0.0,0.0
970,Kyrgyzstan,Tajikistan,0,0.0,0.0
971,Ecuador,Chile,-1,42.4,52.2
972,Hong Kong,Lebanon,-1,108.6,109.4
973,South Korea,India,7,0.0,111.4
974,Latvia,Republic of Ireland,-2,87.4,9.8
975,Netherlands,Norway,0,8.8,4.6
976,United States,England,2,0.0,9.0
977,Brazil,Germany,0,3.4,2.8
978,Mexico,Paraguay,3,16.2,60.0
979,Bahrain,Hong Kong,3,79.0,108.6
980,India,Lebanon,-1,111.4,109.4
981,South Korea,Romania,0,0.0,16.2
982,Martinique,Trinidad and Tobago,0,0.0,87.6
983,Peru,Venezuela,3,71.6,93.8
984,China PR,Pakistan,3,48.6,145.8
985,Yemen,Jordan,0,90.8,87.8
986,Bolivia,Chile,-2,56.4,52.2
987,Brazil,England,0,3.4,9.0
988,Hong Kong,India,-2,108.6,111.4
989,Iran,Tajikistan,1,0.0,0.0
990,South Korea,Bahrain,3,0.0,79.0
991,United States,Germany,-1,0.0,2.8
992,Iran,Turkmenistan,2,0.0,0.0
993,Iraq,Jordan,4,62.2,87.8
994,South Korea,Czech Republic,-1,0.0,0.0
995,Pakistan,Yemen,-3,145.8,90.8
996,Ecuador,Venezuela,6,42.4,93.8
997,China PR,Jordan,4,48.6,87.8
998,Colombia,Mexico,2,19.8,16.2
999,Faroe Islands,Czech Republic,-3,113.0,0.0
1000,Finland,Israel,0,46.2,64.6
1001,Iceland,Hungary,2,48.8,47.8
1002,Iraq,Yemen,3,62.2,90.8
1003,Lithuania,Republic of Ireland,-1,84.6,9.8
1004,Uruguay,United States,1,17.8,0.0
1005,Argentina,Bolivia,1,8.6,56.4
1006,Brazil,Peru,0,3.4,71.6
1007,China PR,Yemen,1,48.6,90.8
1008,Iraq,Pakistan,4,62.2,145.8
1009,Paraguay,Chile,1,60.0,52.2
1010,Ecuador,United States,2,42.4,0.0
1011,England,Germany,-1,9.0,2.8
1012,South Korea,Egypt,-1,0.0,27.0
1013,Portugal,Malta,4,20.8,83.8
1014,Uruguay,Venezuela,0,17.8,93.8
1015,Argentina,Mexico,0,8.6,16.2
1016,China PR,Iraq,2,48.6,62.2
1017,Colombia,Bolivia,0,19.8,56.4
1018,Mali,Senegal,-2,72.4,58.2
1019,Pakistan,Jordan,-5,145.8,87.8
1020,Brazil,Chile,-1,3.4,52.2
1021,Paraguay,Peru,0,60.0,71.6
1022,Ecuador,Uruguay,2,42.4,17.8
1023,United States,Venezuela,0,0.0,93.8
1024,Argentina,Colombia,0,8.6,19.8
1025,Costa Rica,Panama,3,38.8,127.6
1026,Iran,Oman,0,0.0,99.0
1027,Mexico,Bolivia,0,16.2,56.4
1028,Brazil,Paraguay,3,3.4,60.0
1029,Chile,Peru,-1,52.2,71.6
1030,Croatia,Ukraine,3,118.8,113.0
1031,Iran,Chinese Taipei,6,0.0,159.4
1032,Oman,Syria,0,99.0,80.4
1033,Colombia,Uruguay,0,19.8,17.8
1034,Ecuador,Paraguay,3,42.4,60.0
1035,Egypt,Romania,3,27.0,16.2
1036,South Korea,Czech Republic,1,0.0,0.0
1037,Brazil,Argentina,0,3.4,8.6
1038,Iran,Syria,0,0.0,80.4
1039,Oman,Chinese Taipei,2,99.0,159.4
1040,Peru,Mexico,-2,71.6,16.2
1041,South Korea,Egypt,-1,0.0,27.0
1042,Costa Rica,Mexico,-2,38.8,16.2
1043,Ecuador,Mexico,-2,42.4,16.2
1044,Colombia,Argentina,0,19.8,8.6
1045,Estonia,Latvia,-2,114.4,87.4
1046,Oman,Iran,-1,99.0,0.0
1047,Syria,Chinese Taipei,8,80.4,159.4
1048,Ecuador,Colombia,-1,42.4,19.8
1049,Latvia,Lithuania,0,87.4,84.6
1050,Nigeria,Algeria,4,17.0,32.6
1051,Argentina,Mexico,2,8.6,16.2
1052,Estonia,Lithuania,2,114.4,84.6
1053,Gabon,Mali,-2,57.0,72.4
1054,Jamaica,Costa Rica,0,78.8,38.8
1055,Syria,Oman,2,80.4,99.0
1056,Zambia,Morocco,2,26.6,31.0
1057,Zimbabwe,Cameroon,1,46.4,23.2
1058,Gibraltar,Jersey,-1,0.0,0.0
1059,Ynys Môn,Greenland,-1,0.0,0.0
1060,Isle of Wight,Isle of Man,1,0.0,0.0
1061,Åland Islands,Shetland,3,0.0,0.0
1062,Jersey,Greenland,4,0.0,0.0
1063,Ynys Môn,Gibraltar,1,0.0,0.0
1064,Isle of Man,Åland Islands,2,0.0,0.0
1065,Isle of Wight,Shetland,2,0.0,0.0
1066,Malawi,Eswatini,3,68.2,0.0
1067,Syria,Iran,0,80.4,0.0
1068,Greenland,Gibraltar,5,0.0,0.0
1069,Jersey,Ynys Môn,0,0.0,0.0
1070,Shetland,Isle of Man,-4,0.0,0.0
1071,Isle of Wight,Åland Islands,-2,0.0,0.0
1072,Ivory Coast,Niger,3,0.0,80.6
1073,Malawi,Eswatini,0,68.2,0.0
1074,Shetland,Gibraltar,1,0.0,0.0
1075,Isle of Wight,Ynys Môn,0,0.0,0.0
1076,Greenland,Åland Islands,-1,0.0,0.0
1077,Jersey,Isle of Man,5,0.0,0.0
1078,Honduras,Panama,5,39.8,127.6
1079,Malawi,Eswatini,-1,68.2,0.0
1080,United States,Jamaica,1,0.0,78.8
1081,Benin,Cameroon,-3,126.0,23.2
1082,Burundi,Guinea,0,99.0,62.6
1083,Canada,Costa Rica,0,46.2,38.8
1084,DR Congo,Kenya,-1,0.0,75.6
1085,Egypt,Morocco,0,27.0,31.0
1086,Gabon,Niger,3,57.0,80.6
1087,Lesotho,Mozambique,0,137.8,103.2
1088,Mali,Malawi,2,72.4,68.2
1089,Mexico,Martinique,9,16.2,0.0
1090,Senegal,Sierra Leone,0,58.2,81.6
1091,Zambia,South Africa,3,26.6,98.0
1092,Zimbabwe,Mauritius,2,46.4,127.0
1093,Peru,Uruguay,-1,71.6,17.8
1094,Brazil,Paraguay,2,3.4,60.0
1095,Honduras,Jamaica,-2,39.8,78.8
1096,United States,Panama,2,0.0,127.6
1097,Canada,Martinique,0,46.2,0.0
1098,Mexico,Costa Rica,0,16.2,38.8
1099,Jamaica,Panama,0,78.8,127.6
1100,Senegal,Morocco,-2,58.2,31.0
1101,Uganda,Nigeria,0,97.0,17.0
1102,Uruguay,Peru,3,17.8,71.6
1103,United States,Honduras,1,0.0,39.8
1104,Costa Rica,Martinique,3,38.8,0.0
1105,Ecuador,Brazil,0,42.4,3.4
1106,Guinea,Cameroon,-1,62.6,23.2
1107,Ivory Coast,Algeria,1,0.0,32.6
1108,Mexico,Canada,8,16.2,46.2
1109,Venezuela,Bolivia,-6,93.8,56.4
1110,United States,Costa Rica,1,0.0,38.8
1111,Mexico,Jamaica,6,16.2,78.8
1112,Nigeria,Ethiopia,6,17.0,92.8
1113,Uganda,Sudan,1,97.0,119.0
1114,Algeria,Senegal,4,32.6,58.2
1115,Benin,Gabon,-1,126.0,57.0
1116,Bolivia,Brazil,2,56.4,3.4
1117,Cameroon,Niger,2,23.2,80.6
1118,DR Congo,Lesotho,7,0.0,137.8
1119,Jamaica,Costa Rica,0,78.8,38.8
1120,Liberia,Ghana,-2,113.8,41.6
1121,Malawi,Morocco,-2,68.2,31.0
1122,Mali,Egypt,2,72.4,27.0
1123,Mauritius,South Africa,-2,127.0,98.0
1124,Mexico,United States,4,16.2,0.0
1125,Venezuela,Uruguay,-1,93.8,17.8
1126,Zimbabwe,Zambia,0,46.4,26.6
1127,France,Russia,3,12.6,10.8
1128,Malawi,Eswatini,3,68.2,0.0
1129,Canada,Australia,2,46.2,55.2
1130,Colombia,Paraguay,0,19.8,60.0
1131,Peru,Argentina,-1,71.6,8.6
1132,Uruguay,Ecuador,0,17.8,42.4
1133,Venezuela,Brazil,-4,93.8,3.4
1134,Senegal,Zambia,0,58.2,26.6
1135,Bolivia,Uruguay,3,56.4,17.8
1136,Brazil,Mexico,0,3.4,16.2
1137,Ecuador,Venezuela,5,42.4,93.8
1138,Guinea,Sierra Leone,1,62.6,81.6
1139,Paraguay,Argentina,-2,60.0,8.6
1140,Peru,Colombia,-1,71.6,19.8
1141,Zimbabwe,Eswatini,2,46.4,0.0
1142,Guinea,Sierra Leone,4,62.6,81.6
1143,Faroe Islands,Norway,-7,113.0,4.6
1144,Sweden,Switzerland,-1,8.6,9.4
1145,Australia,Canada,2,55.2,46.2
1146,Bolivia,Ecuador,1,56.4,42.4
1147,Colombia,Argentina,2,19.8,8.6
1148,Congo,Guinea,0,103.2,62.6
1149,Paraguay,Peru,2,60.0,71.6
1150,Uruguay,Brazil,0,17.8,3.4
1151,Argentina,Peru,2,8.6,71.6
1152,Bolivia,Venezuela,7,56.4,93.8
1153,Brazil,Ecuador,2,3.4,42.4
1154,Paraguay,Colombia,0,60.0,19.8
1155,Sweden,France,0,8.6,12.6
1156,Austria,Finland,3,35.2,46.2
1157,Denmark,Lithuania,4,6.2,84.6
1158,Argentina,Paraguay,0,8.6,60.0
1159,Brazil,Bolivia,6,3.4,56.4
1160,Colombia,Peru,4,19.8,71.6
1161,Uruguay,Venezuela,4,17.8,93.8
1162,Iceland,United States,-1,48.8,0.0
1163,Argentina,Colombia,-5,8.6,19.8
1164,Brazil,Venezuela,4,3.4,93.8
1165,Ecuador,Uruguay,-1,42.4,17.8
1166,Estonia,Portugal,-2,114.4,20.8
1167,Peru,Paraguay,0,71.6,60.0
1168,Eswatini,Zimbabwe,-1,0.0,46.4
1169,Albania,Denmark,-1,91.8,6.2
1170,Bulgaria,Sweden,0,32.0,8.6
1171,England,Poland,3,9.0,23.8
1172,Faroe Islands,Romania,-4,113.0,16.2
1173,Finland,France,-2,46.2,12.6
1174,Hungary,Russia,-2,47.8,10.8
1175,Iceland,Luxembourg,1,48.8,109.0
1176,Republic of Ireland,Lithuania,2,9.8,84.6
1177,Northern Ireland,Latvia,2,40.6,87.4
1178,Norway,United States,1,4.6,0.0
1179,Scotland,Switzerland,0,27.2,9.4
1180,Spain,Chile,2,9.2,52.2
1181,Wales,Czech Republic,0,28.2,0.0
1182,Uruguay,Bolivia,2,17.8,56.4
1183,Venezuela,Ecuador,2,93.8,42.4
1184,Morocco,Mali,3,31.0,72.4
