home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
Chile,Peru,0,3,15.75,20.125,1572.625,1536.125,2,7,2019,Copa América,-4.375,4.375
United States,Jamaica,3,1,0,50.5,0,1420.875,7,6,2019,Gold Cup,-50.5,50.5
Morocco,Benin,1,1,42.875,86,1448.875,1283.5,8,1,2019,African Cup of Nations,-43.125,43.125
Uganda,Senegal,0,1,78.625,21.125,1310.5,1535.875,6,7,2019,African Cup of Nations,57.5,-57.5
Egypt,South Africa,0,1,52.625,71.875,1412,1333.625,4,2,2019,African Cup of Nations,-19.25,19.25
Nigeria,Cameroon,3,2,37.125,53.125,1465.625,1406.25,7,7,2019,African Cup of Nations,-16,16
Argentina,Chile,2,1,10,15.75,1603.875,1572.625,8,8,2019,Copa América,-5.75,5.75
Algeria,Guinea,3,0,49.125,72.75,1425.625,1332.875,4,3,2019,African Cup of Nations,-23.625,23.625
Madagascar,DR Congo,2,2,98.75,0,1236.625,0,4,3,2019,African Cup of Nations,98.75,-98.75
Brazil,Peru,3,1,2.875,20.125,1702.125,1536.125,7,7,2019,Copa América,-17.25,17.25
United States,Mexico,0,1,0,13.75,0,1588.5,7,7,2019,Gold Cup,-13.75,13.75
India,Tajikistan,2,4,104.25,119,1206.625,1157.375,8,4,2019,Intercontinental Cup,-14.75,14.75
Ghana,Tunisia,1,1,49.625,27.75,1427.5,1497.625,0,5,2019,African Cup of Nations,21.875,-21.875
Mali,Ivory Coast,0,1,59.875,0,1379.625,0,0,5,2019,African Cup of Nations,59.875,-59.875
Samoa,Papua New Guinea,0,6,195.25,167,894.75,988.375,0,0,2019,Pacific Games,28.25,-28.25
American Samoa,New Caledonia,0,5,191.5,154.875,903,1032.875,0,4,2019,Pacific Games,36.625,-36.625
Tuvalu,Solomon Islands,0,13,0,141,0,1074.75,1,2,2019,Pacific Games,-141,141
Tahiti,Fiji,1,2,158.625,164.5,1015.625,993.125,2,3,2019,Pacific Games,-5.875,5.875
Syria,North Korea,5,2,83,0,1290.875,0,0,5,2019,Intercontinental Cup,83,-83
Nigeria,South Africa,2,1,37.125,71.875,1465.625,1333.625,7,2,2019,African Cup of Nations,-34.75,34.75
Senegal,Benin,1,0,21.125,86,1535.875,1283.5,2,1,2019,African Cup of Nations,-64.875,64.875
Papua New Guinea,Vanuatu,2,0,167,163.375,988.375,995.5,0,0,2019,Pacific Games,3.625,-3.625
Tuvalu,Tahiti,0,7,0,158.625,0,1015.625,1,0,2019,Pacific Games,-158.625,158.625
American Samoa,Fiji,0,9,191.5,164.5,903,993.125,0,3,2019,Pacific Games,27,-27
Solomon Islands,New Caledonia,0,2,141,154.875,1074.75,1032.875,0,4,2019,Pacific Games,-13.875,13.875
Tajikistan,Syria,2,0,119,83,1157.375,1290.875,0,9,2019,Intercontinental Cup,36,-36
Ivory Coast,Algeria,1,1,0,49.125,0,1425.625,4,4,2019,African Cup of Nations,-49.125,49.125
Madagascar,Tunisia,0,3,98.75,27.75,1236.625,1497.625,4,5,2019,African Cup of Nations,71,-71
Samoa,Tonga,2,0,195.25,203.875,894.75,864.25,0,0,2019,Pacific Games,-8.625,8.625
American Samoa,Tuvalu,1,1,191.5,0,903,0,0,4,2019,Pacific Games,191.5,-191.5
Solomon Islands,Tahiti,0,3,141,158.625,1074.75,1015.625,0,0,2019,Pacific Games,-17.625,17.625
New Caledonia,Fiji,1,0,154.875,164.5,1032.875,993.125,0,3,2019,Pacific Games,-9.625,9.625
India,North Korea,2,5,104.25,0,1206.625,0,8,5,2019,Intercontinental Cup,104.25,-104.25
Algeria,Nigeria,2,1,49.125,37.125,1425.625,1465.625,4,10,2019,African Cup of Nations,12,-12
Senegal,Tunisia,1,0,21.125,27.75,1535.875,1497.625,2,5,2019,African Cup of Nations,-6.625,6.625
Tonga,Vanuatu,0,14,203.875,163.375,864.25,995.5,0,0,2019,Pacific Games,40.5,-40.5
Fiji,Tuvalu,10,1,164.5,0,993.125,0,1,4,2019,Pacific Games,164.5,-164.5
Solomon Islands,American Samoa,13,0,141,191.5,1074.75,903,0,0,2019,Pacific Games,-50.5,50.5
Tahiti,New Caledonia,0,3,158.625,154.875,1015.625,1032.875,2,4,2019,Pacific Games,3.75,-3.75
North Korea,Tajikistan,1,0,0,119,0,1157.375,2,4,2019,Intercontinental Cup,-119,119
India,Syria,1,1,104.25,83,1206.625,1290.875,8,9,2019,Intercontinental Cup,21.25,-21.25
Tunisia,Nigeria,0,1,27.75,37.125,1497.625,1465.625,5,10,2019,African Cup of Nations,-9.375,9.375
Papua New Guinea,Tonga,8,0,167,203.875,988.375,864.25,0,0,2019,Pacific Games,-36.875,36.875
Samoa,Vanuatu,0,11,195.25,163.375,894.75,995.5,0,0,2019,Pacific Games,31.875,-31.875
New Caledonia,Tuvalu,11,0,154.875,0,1032.875,0,0,4,2019,Pacific Games,154.875,-154.875
American Samoa,Tahiti,8,1,191.5,158.625,903,1015.625,0,0,2019,Pacific Games,32.875,-32.875
Fiji,Solomon Islands,4,4,164.5,141,993.125,1074.75,1,2,2019,Pacific Games,23.5,-23.5
Senegal,Algeria,0,1,21.125,49.125,1535.875,1425.625,2,4,2019,African Cup of Nations,-28,28
Tajikistan,North Korea,0,1,119,0,1157.375,0,0,5,2019,Intercontinental Cup,119,-119
Papua New Guinea,Fiji,1,1,167,164.5,988.375,993.125,0,3,2019,Pacific Games,2.5,-2.5
Equatorial Guinea,Liberia,1,1,141.25,152,1073,1047.125,4,1,2019,Friendly,-10.75,10.75
Djibouti,Ethiopia,0,1,190.375,149.375,906.375,1052.625,0,0,2019,African Nations Championship qualification,41,-41
Botswana,Zambia,0,0,147.125,82.625,1061.875,1292.875,3,5,2019,African Nations Championship qualification,64.5,-64.5
Comoros,Namibia,0,2,142.25,116.25,1073.625,1168.375,5,6,2019,African Nations Championship qualification,26,-26
Burundi,South Sudan,2,0,143.125,167.625,1069.125,987.625,1,1,2019,African Nations Championship qualification,-24.5,24.5
Somalia,Uganda,1,3,200,78.625,873.5,1310.5,0,4,2019,African Nations Championship qualification,121.375,-121.375
Cape Verde,Mauritania,0,0,0,102.75,0,1213,1,3,2019,African Nations Championship qualification,-102.75,102.75
Guinea-Bissau,Mali,0,4,119.875,59.875,1154.625,1379.625,1,2,2019,African Nations Championship qualification,60,-60
Chad,Equatorial Guinea,3,3,176.25,141.25,951.875,1073,0,4,2019,African Nations Championship qualification,35,-35
Tanzania,Kenya,0,0,134,106.625,1088.875,1201.75,2,6,2019,African Nations Championship qualification,27.375,-27.375
Lesotho,South Africa,3,2,141.375,71.875,1073.75,1333.625,2,2,2019,African Nations Championship qualification,69.5,-69.5
Madagascar,Mozambique,1,0,98.75,112.5,1236.625,1178.25,4,2,2019,African Nations Championship qualification,-13.75,13.75
Eswatini,Angola,1,1,0,122.625,0,1144.125,2,4,2019,African Nations Championship qualification,-122.625,122.625
Liberia,Senegal,1,0,152,21.125,1047.125,1535.875,3,7,2019,African Nations Championship qualification,130.875,-130.875
Benin,Togo,0,0,86,125.5,1283.5,1131.375,1,2,2019,African Nations Championship qualification,-39.5,39.5
Mauritius,Zimbabwe,0,4,163,112.625,998.5,1177.875,0,4,2019,African Nations Championship qualification,50.375,-50.375
Uganda,Somalia,4,1,78.625,200,1310.5,873.5,6,0,2019,African Nations Championship qualification,-121.375,121.375
Angola,Eswatini,1,1,122.625,0,1144.125,0,8,4,2019,African Nations Championship qualification,122.625,-122.625
Zambia,Botswana,3,2,82.625,147.125,1292.875,1061.875,7,5,2019,African Nations Championship qualification,-64.5,64.5
Mauritania,Cape Verde,2,1,102.75,0,1213,0,4,4,2019,African Nations Championship qualification,102.75,-102.75
Senegal,Liberia,3,0,21.125,152,1535.875,1047.125,2,1,2019,African Nations Championship qualification,-130.875,130.875
Equatorial Guinea,Chad,2,1,141.25,176.25,1073,951.875,4,0,2019,African Nations Championship qualification,-35,35
Ethiopia,Djibouti,4,3,149.375,190.375,1052.625,906.375,3,0,2019,African Nations Championship qualification,-41,41
Kenya,Tanzania,0,0,106.625,134,1201.75,1088.875,4,3,2019,African Nations Championship qualification,-27.375,27.375
South Sudan,Burundi,1,2,167.625,143.125,987.625,1069.125,1,3,2019,African Nations Championship qualification,24.5,-24.5
Mozambique,Madagascar,3,2,112.5,98.75,1178.25,1236.625,1,5,2019,African Nations Championship qualification,13.75,-13.75
Namibia,Comoros,0,0,116.25,142.25,1168.375,1073.625,4,0,2019,African Nations Championship qualification,-26,26
South Africa,Lesotho,0,3,71.875,141.375,1333.625,1073.75,5,2,2019,African Nations Championship qualification,-69.5,69.5
Zimbabwe,Mauritius,3,1,112.625,163,1177.875,998.5,2,7,2019,African Nations Championship qualification,-50.375,50.375
Mali,Guinea-Bissau,3,0,59.875,119.875,1379.625,1154.625,0,3,2019,African Nations Championship qualification,-60,60
Togo,Benin,1,0,125.5,86,1131.375,1283.5,1,1,2019,African Nations Championship qualification,39.5,-39.5
Saint Vincent and the Grenadines,Trinidad and Tobago,1,0,0,98.625,0,1230.625,2,4,2019,Friendly,-98.625,98.625
Dominican Republic,Guatemala,0,0,155.125,138.125,1028.75,1084.125,3,3,2019,Friendly,17,-17
Saint Kitts and Nevis,Antigua and Barbuda,4,3,0,125.25,0,1131.75,3,3,2019,Friendly,-125.25,125.25
Belize,Saint Vincent and the Grenadines,1,1,166.75,0,987.375,0,4,2,2019,Friendly,166.75,-166.75
Chinese Taipei,Guam,3,0,129.25,194.25,1111.375,893.5,7,2,2019,Friendly,-65,65
United Arab Emirates,Dominican Republic,4,0,67.625,155.125,1353.125,1028.75,4,2,2019,Friendly,-87.5,87.5
Belize,Saint Vincent and the Grenadines,1,0,166.75,0,987.375,0,4,2,2019,Friendly,166.75,-166.75
China PR,Myanmar,4,1,72.25,139.375,1332.25,1076.75,7,4,2019,Friendly,-67.125,67.125
Malaysia,Jordan,0,1,159.625,97.625,1011.625,1234,9,4,2019,Friendly,62,-62
United Arab Emirates,Sri Lanka,5,1,67.625,202.375,1353.125,872.25,4,3,2019,Friendly,-134.75,134.75
Libya,Burkina Faso,0,1,103.375,59.875,1211.375,1379.25,3,6,2019,Friendly,43.5,-43.5
Burundi,Tanzania,1,1,143.125,134,1069.125,1088.875,1,3,2019,FIFA World Cup qualification,9.125,-9.125
Djibouti,Eswatini,2,1,190.375,0,906.375,0,0,4,2019,FIFA World Cup qualification,190.375,-190.375
Eritrea,Namibia,1,2,204.25,116.25,862,1168.375,0,6,2019,FIFA World Cup qualification,88,-88
Ethiopia,Lesotho,0,0,149.375,141.375,1052.625,1073.75,3,2,2019,FIFA World Cup qualification,8,-8
Liberia,Sierra Leone,3,1,152,116,1047.125,1166.5,3,2,2019,FIFA World Cup qualification,36,-36
Mauritius,Mozambique,0,1,163,112.5,998.5,1178.25,0,2,2019,FIFA World Cup qualification,50.5,-50.5
São Tomé and Príncipe,Guinea-Bissau,0,1,184,119.875,920.625,1154.625,0,3,2019,FIFA World Cup qualification,64.125,-64.125
South Sudan,Equatorial Guinea,1,1,167.625,141.25,987.625,1073,1,4,2019,FIFA World Cup qualification,26.375,-26.375
Argentina,Chile,0,0,10,15.75,1603.875,1572.625,8,8,2019,Friendly,-5.75,5.75
Honduras,Puerto Rico,4,0,63.25,179.375,1367.125,939.875,2,2,2019,Friendly,-116.125,116.125
South Korea,Georgia,2,2,0,92,0,1263.375,12,5,2019,Friendly,-92,92
Montenegro,Hungary,2,1,56.625,49.25,1392.25,1425.75,5,4,2019,Friendly,7.375,-7.375
Northern Ireland,Luxembourg,1,0,33.125,92.375,1482.625,1257.25,4,4,2019,Friendly,-59.25,59.25
Peru,Ecuador,0,1,20.125,62.125,1536.125,1371,7,4,2019,Friendly,-42,42
Saudi Arabia,Mali,1,1,69,59.875,1343.375,1379.625,8,2,2019,Friendly,9.125,-9.125
Republic of Ireland,Switzerland,1,1,32.375,10.5,1485.5,1604.25,4,8,2019,UEFA Euro qualification,21.875,-21.875
Gibraltar,Denmark,0,6,196.25,12.875,890,1591.5,4,6,2019,UEFA Euro qualification,183.375,-183.375
Faroe Islands,Sweden,0,4,106.625,16.625,1199.5,1565.5,5,8,2019,UEFA Euro qualification,90,-90
Norway,Malta,2,0,46.875,181.625,1435.125,930.25,5,5,2019,UEFA Euro qualification,-134.75,134.75
Romania,Spain,1,2,29.875,8.125,1490.75,1619.25,6,8,2019,UEFA Euro qualification,21.75,-21.75
Israel,North Macedonia,1,1,87.875,69.5,1274.625,1342,4,5,2019,UEFA Euro qualification,18.375,-18.375
Armenia,Italy,1,3,100.125,15.125,1222.75,1577.125,7,4,2019,UEFA Euro qualification,85,-85
Bosnia and Herzegovina,Liechtenstein,5,0,42.875,181.375,1448.625,928.25,4,5,2019,UEFA Euro qualification,-138.5,138.5
Finland,Greece,1,0,57.125,52.5,1387.875,1406.875,6,4,2019,UEFA Euro qualification,4.625,-4.625
Bermuda,Panama,1,4,171.25,77.25,973.5,1317.25,2,9,2019,CONCACAF Nations League,94,-94
Grenada,Saint Kitts and Nevis,2,1,166.125,0,989.875,0,3,2,2019,CONCACAF Nations League,166.125,-166.125
French Guiana,Belize,3,0,0,166.75,0,987.375,2,2,2019,CONCACAF Nations League,-166.75,166.75
Dominica,Suriname,1,2,180.5,147.875,936.875,1054.875,1,2,2019,CONCACAF Nations League,32.625,-32.625
U.S. Virgin Islands,Cayman Islands,0,2,0,198.75,0,882.375,2,2,2019,CONCACAF Nations League,-198.75,198.75
Barbados,Saint Martin,4,0,163,0,998.75,0,6,2,2019,CONCACAF Nations League,163,-163
Guatemala,Anguilla,10,0,138.125,209.125,1084.125,844.625,2,3,2019,CONCACAF Nations League,-71,71
Guam,Maldives,0,1,194.25,152.875,893.5,1043,1,4,2019,FIFA World Cup qualification,41.375,-41.375
Philippines,Syria,2,5,125,83,1133.5,1290.875,6,9,2019,FIFA World Cup qualification,42,-42
Chinese Taipei,Jordan,1,2,129.25,97.625,1111.375,1234,7,4,2019,FIFA World Cup qualification,31.625,-31.625
Kuwait,Nepal,7,0,154,165.125,1033.25,990.25,7,2,2019,FIFA World Cup qualification,-11.125,11.125
Cambodia,Hong Kong,1,1,171.375,141.125,974.625,1072.625,5,4,2019,FIFA World Cup qualification,30.25,-30.25
Bahrain,Iraq,1,1,105.75,75.375,1202.75,1323,9,4,2019,FIFA World Cup qualification,30.375,-30.375
Palestine,Uzbekistan,2,0,101.625,85.375,1217.875,1282.875,4,5,2019,FIFA World Cup qualification,16.25,-16.25
Singapore,Yemen,2,2,159.875,142.625,1006.75,1072.875,6,2,2019,FIFA World Cup qualification,17.25,-17.25
India,Oman,1,2,104.25,85,1206.625,1286.5,8,4,2019,FIFA World Cup qualification,19.25,-19.25
Qatar,Afghanistan,6,0,57,148.375,1391.125,1057.375,8,0,2019,FIFA World Cup qualification,-91.375,91.375
Mongolia,Myanmar,1,0,187.25,139.375,913.5,1076.75,5,4,2019,FIFA World Cup qualification,47.875,-47.875
Tajikistan,Kyrgyzstan,1,0,119,0,1157.375,0,0,5,2019,FIFA World Cup qualification,119,-119
Thailand,Vietnam,0,0,113.625,96.75,1174.625,1238.75,7,6,2019,FIFA World Cup qualification,16.875,-16.875
Indonesia,Malaysia,2,3,165.25,159.625,989.25,1011.625,7,8,2019,FIFA World Cup qualification,5.625,-5.625
North Korea,Lebanon,2,0,0,88.375,0,1270.625,2,5,2019,FIFA World Cup qualification,-88.375,88.375
Sri Lanka,Turkmenistan,0,2,202.375,132.625,872.25,1094,1,2,2019,FIFA World Cup qualification,69.75,-69.75
Chad,Sudan,1,3,176.25,128.5,951.875,1110.5,0,4,2019,FIFA World Cup qualification,47.75,-47.75
Seychelles,Rwanda,0,3,195.375,132.875,889.625,1093.25,3,1,2019,FIFA World Cup qualification,62.5,-62.5
Somalia,Zimbabwe,1,0,200,112.625,873.5,1177.875,0,4,2019,FIFA World Cup qualification,87.375,-87.375
Brazil,Colombia,2,2,2.875,10.5,1702.125,1603.875,7,6,2019,Friendly,-7.625,7.625
Costa Rica,Uruguay,1,2,42.5,5.875,1447.375,1630.625,2,8,2019,Friendly,36.625,-36.625
Ivory Coast,Benin,1,2,0,86,0,1283.5,4,1,2019,Friendly,-86,86
Morocco,Burkina Faso,1,1,42.875,59.875,1448.875,1379.25,8,6,2019,Friendly,-17,17
Tunisia,Mauritania,1,0,27.75,102.75,1497.625,1213,5,3,2019,Friendly,-75,75
United States,Mexico,0,3,0,13.75,0,1588.5,7,7,2019,Friendly,-13.75,13.75
Estonia,Belarus,1,2,100.375,83.375,1220.875,1291.25,6,6,2019,UEFA Euro qualification,17,-17
Germany,Netherlands,2,4,14.625,14.125,1582.75,1581,9,6,2019,UEFA Euro qualification,0.5,-0.5
Wales,Azerbaijan,2,1,22,110.375,1527.25,1189.75,4,5,2019,UEFA Euro qualification,-88.375,88.375
Slovakia,Croatia,0,4,30.875,6.125,1489.125,1630.625,6,9,2019,UEFA Euro qualification,24.75,-24.75
Austria,Latvia,6,0,26.75,136.375,1502.625,1085.125,7,6,2019,UEFA Euro qualification,-109.625,109.625
Slovenia,Poland,2,0,63.125,20,1368.5,1543.375,4,3,2019,UEFA Euro qualification,43.125,-43.125
Cyprus,Kazakhstan,1,1,92.125,116.5,1261.75,1164.25,4,5,2019,UEFA Euro qualification,-24.375,24.375
Scotland,Russia,1,2,47.75,42.5,1425.875,1448.75,5,4,2019,UEFA Euro qualification,5.25,-5.25
San Marino,Belgium,0,4,210.125,1,836.75,1749.125,3,6,2019,UEFA Euro qualification,209.125,-209.125
Martinique,Trinidad and Tobago,1,1,0,98.625,0,1230.625,4,4,2019,CONCACAF Nations League,-98.625,98.625
Aruba,Guyana,0,1,193.125,173.625,894,965.25,2,2,2019,CONCACAF Nations League,19.5,-19.5
Jamaica,Antigua and Barbuda,6,0,50.5,125.25,1420.875,1131.75,4,3,2019,CONCACAF Nations League,-74.75,74.75
Nicaragua,Saint Vincent and the Grenadines,1,1,138.5,0,1083.5,0,4,2,2019,CONCACAF Nations League,138.5,-138.5
Bonaire,British Virgin Islands,4,2,0,206.125,0,859.125,2,2,2019,CONCACAF Nations League,-206.125,206.125
Comoros,Togo,1,1,142.25,125.5,1073.625,1131.375,5,2,2019,FIFA World Cup qualification,16.75,-16.75
Gambia,Angola,0,1,162.625,122.625,999.5,1144.125,3,4,2019,FIFA World Cup qualification,40,-40
Libya,Niger,2,0,103.375,107.375,1211.375,1198.625,3,1,2019,Friendly,-4,4
Kosovo,Czech Republic,2,1,120.125,44.125,1153.875,1442.75,5,6,2019,UEFA Euro qualification,76,-76
England,Bulgaria,4,0,4.125,57.125,1652.125,1391.25,9,3,2019,UEFA Euro qualification,-53,53
Lithuania,Ukraine,0,3,131.375,25.125,1096.625,1515.875,5,5,2019,UEFA Euro qualification,106.25,-106.25
Serbia,Portugal,2,4,31.875,6.125,1483.5,1629.5,9,6,2019,UEFA Euro qualification,25.75,-25.75
Iceland,Moldova,3,0,38.5,172.375,1462,972.75,6,6,2019,UEFA Euro qualification,-133.875,133.875
France,Albania,4,1,2.125,64.25,1726.625,1364.375,13,2,2019,UEFA Euro qualification,-62.125,62.125
Turkey,Andorra,1,0,35,135.75,1473.375,1086.625,7,3,2019,UEFA Euro qualification,-100.75,100.75
Canada,Cuba,6,0,75.375,177.125,1322.125,948.125,2,7,2019,CONCACAF Nations League,-101.75,101.75
Curaçao,Haiti,1,0,79.125,91.625,1310.25,1259.625,4,4,2019,CONCACAF Nations League,-12.5,12.5
Montserrat,Dominican Republic,2,1,191.75,155.125,904.625,1028.75,2,2,2019,CONCACAF Nations League,36.625,-36.625
El Salvador,Saint Lucia,3,0,70.5,0,1338.75,0,3,2,2019,CONCACAF Nations League,70.5,-70.5
Guadeloupe,Sint Maarten,5,1,0,0,0,0,3,2,2019,CONCACAF Nations League,0,0
Botswana,Malawi,0,0,147.125,125.375,1061.875,1132.625,3,4,2019,FIFA World Cup qualification,21.75,-21.75
Kenya,Uganda,1,1,106.625,78.625,1201.75,1310.5,4,4,2019,Friendly,28,-28
Switzerland,Gibraltar,4,0,10.5,196.25,1604.25,890,6,3,2019,UEFA Euro qualification,-185.75,185.75
Georgia,Denmark,0,0,92,12.875,1263.375,1591.5,5,6,2019,UEFA Euro qualification,79.125,-79.125
Romania,Malta,1,0,29.875,181.625,1490.75,930.25,6,5,2019,UEFA Euro qualification,-151.75,151.75
Spain,Faroe Islands,4,0,8.125,106.625,1619.25,1199.5,6,3,2019,UEFA Euro qualification,-98.5,98.5
Sweden,Norway,1,1,16.625,46.875,1565.5,1435.125,9,5,2019,UEFA Euro qualification,-30.25,30.25
Armenia,Bosnia and Herzegovina,4,2,100.125,42.875,1222.75,1448.625,7,8,2019,UEFA Euro qualification,57.25,-57.25
Finland,Italy,1,2,57.125,15.125,1387.875,1577.125,6,4,2019,UEFA Euro qualification,42,-42
Greece,Liechtenstein,1,1,52.5,181.375,1406.875,928.25,5,5,2019,UEFA Euro qualification,-128.875,128.875
Panama,Bermuda,0,2,77.25,171.25,1317.25,973.5,4,3,2019,CONCACAF Nations League,-94,94
Belize,Grenada,1,2,166.75,166.125,987.375,989.875,4,2,2019,CONCACAF Nations League,0.625,-0.625
Saint Kitts and Nevis,French Guiana,2,2,0,0,0,0,3,3,2019,CONCACAF Nations League,0,0
Saint Vincent and the Grenadines,Dominica,1,0,0,180.5,0,936.875,2,2,2019,CONCACAF Nations League,-180.5,180.5
Suriname,Nicaragua,6,0,147.875,138.5,1054.875,1083.5,1,1,2019,CONCACAF Nations League,9.375,-9.375
Saint Martin,U.S. Virgin Islands,1,2,0,0,0,0,2,1,2019,CONCACAF Nations League,0,0
Cayman Islands,Barbados,3,2,198.75,163,882.375,998.75,1,4,2019,CONCACAF Nations League,35.75,-35.75
Equatorial Guinea,South Sudan,1,0,141.25,167.625,1073,987.625,4,1,2019,FIFA World Cup qualification,-26.375,26.375
Lesotho,Ethiopia,1,1,141.375,149.375,1073.75,1052.625,2,0,2019,FIFA World Cup qualification,-8,8
Sierra Leone,Liberia,1,0,116,152,1166.5,1047.125,0,1,2019,FIFA World Cup qualification,-36,36
Tanzania,Burundi,1,1,134,143.125,1088.875,1069.125,2,3,2019,FIFA World Cup qualification,-9.125,9.125
Algeria,Benin,1,0,49.125,86,1425.625,1283.5,4,1,2019,Friendly,-36.875,36.875
Iraq,Uzbekistan,0,0,75.375,85.375,1323,1282.875,8,5,2019,Friendly,-10,10
Wales,Belarus,1,0,22,83.375,1527.25,1291.25,4,6,2019,Friendly,-61.375,61.375
Northern Ireland,Germany,0,2,33.125,14.625,1482.625,1582.75,4,4,2019,UEFA Euro qualification,18.5,-18.5
Estonia,Netherlands,0,4,100.375,14.125,1220.875,1581,6,6,2019,UEFA Euro qualification,86.25,-86.25
Azerbaijan,Croatia,1,1,110.375,6.125,1189.75,1630.625,7,9,2019,UEFA Euro qualification,104.25,-104.25
Hungary,Slovakia,1,2,49.25,30.875,1425.75,1489.125,6,4,2019,UEFA Euro qualification,18.375,-18.375
Poland,Austria,0,0,20,26.75,1543.375,1502.625,10,4,2019,UEFA Euro qualification,-6.75,6.75
Slovenia,Israel,3,2,63.125,87.875,1368.5,1274.625,4,3,2019,UEFA Euro qualification,-24.75,24.75
Latvia,North Macedonia,0,2,136.375,69.5,1085.125,1342,6,5,2019,UEFA Euro qualification,66.875,-66.875
Scotland,Belgium,0,4,47.75,1,1425.875,1749.125,5,6,2019,UEFA Euro qualification,46.75,-46.75
Russia,Kazakhstan,1,0,42.5,116.5,1448.75,1164.25,11,5,2019,UEFA Euro qualification,-74,74
San Marino,Cyprus,0,4,210.125,92.125,836.75,1261.75,3,4,2019,UEFA Euro qualification,118,-118
Trinidad and Tobago,Martinique,2,2,98.625,0,1230.625,0,2,1,2019,CONCACAF Nations League,98.625,-98.625
Antigua and Barbuda,Aruba,2,1,125.25,193.125,1131.75,894,3,1,2019,CONCACAF Nations League,-67.875,67.875
Guyana,Jamaica,0,4,173.625,50.5,965.25,1420.875,1,6,2019,CONCACAF Nations League,123.125,-123.125
Bahamas,Bonaire,2,1,204.875,0,863.125,0,2,0,2019,CONCACAF Nations League,204.875,-204.875
Argentina,Mexico,4,0,10,13.75,1603.875,1588.5,8,7,2019,Friendly,-3.75,3.75
Brazil,Peru,0,1,2.875,20.125,1702.125,1536.125,7,7,2019,Friendly,-17.25,17.25
Colombia,Venezuela,0,0,10.5,27.75,1603.875,1500.5,5,5,2019,Friendly,-17.25,17.25
Ecuador,Bolivia,3,0,62.125,69.5,1371,1342,2,10,2019,Friendly,-7.375,7.375
Honduras,Chile,2,1,63.25,15.75,1367.125,1572.625,2,8,2019,Friendly,47.5,-47.5
Ivory Coast,Tunisia,2,1,0,27.75,0,1497.625,4,5,2019,Friendly,-27.75,27.75
Jordan,Paraguay,2,4,97.625,38.125,1234,1464.625,9,3,2019,Friendly,59.5,-59.5
Morocco,Niger,1,0,42.875,107.375,1448.875,1198.625,8,1,2019,Friendly,-64.5,64.5
Oman,Lebanon,1,0,85,88.375,1286.5,1270.625,9,5,2019,Friendly,-3.375,3.375
Republic of Ireland,Bulgaria,3,1,32.375,57.125,1485.5,1391.25,4,3,2019,Friendly,-24.75,24.75
Ukraine,Nigeria,2,2,25.125,37.125,1515.875,1465.625,5,10,2019,Friendly,-12,12
United States,Uruguay,1,1,0,5.875,0,1630.625,7,8,2019,Friendly,-5.875,5.875
England,Kosovo,5,3,4.125,120.125,1652.125,1153.875,9,4,2019,UEFA Euro qualification,-116,116
Montenegro,Czech Republic,0,3,56.625,44.125,1392.25,1442.75,5,6,2019,UEFA Euro qualification,12.5,-12.5
Luxembourg,Serbia,1,3,92.375,31.875,1257.25,1483.5,6,4,2019,UEFA Euro qualification,60.5,-60.5
Lithuania,Portugal,1,5,131.375,6.125,1096.625,1629.5,5,6,2019,UEFA Euro qualification,125.25,-125.25
Albania,Iceland,4,2,64.25,38.5,1364.375,1462,7,9,2019,UEFA Euro qualification,25.75,-25.75
France,Andorra,3,0,2.125,135.75,1726.625,1086.625,13,3,2019,UEFA Euro qualification,-133.625,133.625
Moldova,Turkey,0,4,172.375,35,972.75,1473.375,5,4,2019,UEFA Euro qualification,137.375,-137.375
Cuba,Canada,0,1,177.125,75.375,948.125,1322.125,2,2,2019,CONCACAF Nations League,101.75,-101.75
Haiti,Curaçao,1,1,91.625,79.125,1259.625,1310.25,1,1,2019,CONCACAF Nations League,12.5,-12.5
Montserrat,Saint Lucia,1,1,191.75,0,904.625,0,2,2,2019,CONCACAF Nations League,191.75,-191.75
Dominican Republic,El Salvador,1,0,155.125,70.5,1028.75,1338.75,3,3,2019,CONCACAF Nations League,84.625,-84.625
Puerto Rico,Guatemala,0,5,179.375,138.125,939.875,1084.125,1,3,2019,CONCACAF Nations League,41.25,-41.25
Turks and Caicos Islands,Guadeloupe,0,3,205.75,0,862.25,0,2,2,2019,CONCACAF Nations League,205.75,-205.75
Guam,Philippines,1,4,194.25,125,893.5,1133.5,1,5,2019,FIFA World Cup qualification,69.25,-69.25
Maldives,China PR,0,5,152.875,72.25,1043,1332.25,3,4,2019,FIFA World Cup qualification,80.625,-80.625
Kuwait,Australia,0,3,154,43,1033.25,1444.875,7,6,2019,FIFA World Cup qualification,111,-111
Chinese Taipei,Nepal,0,2,129.25,165.125,1111.375,990.25,7,2,2019,FIFA World Cup qualification,-35.875,35.875
Cambodia,Bahrain,0,1,171.375,105.75,974.625,1202.75,5,2,2019,FIFA World Cup qualification,65.625,-65.625
Hong Kong,Iran,0,2,141.125,0,1072.625,0,2,8,2019,FIFA World Cup qualification,141.125,-141.125
